100 180.000000 81.000000 73.000000 74.000000 75.000000 
200 79.000000 82.000000 80.000000 78.000000 75.000000 
300 75.000000 79.000000 81.000000 82.000000 80.000000 
400 78.000000 78.000000 77.000000 75.000000 75.000000 
500 74.000000 77.000000 76.000000 75.000000 73.000000 
600 74.000000 74.000000 76.000000 74.000000 78.000000 
700 74.000000 75.000000 74.000000 74.000000 75.000000 
800 76.000000 77.000000 74.000000 75.000000 74.000000 
900 75.000000 73.000000 79.000000 82.000000 78.000000 
1000 75.000000 80.000000 74.000000 75.000000 74.000000 
1100 76.000000 74.000000 75.000000 75.000000 74.000000 
1200 76.000000 74.000000 75.000000 75.000000 75.000000 
1300 76.000000 75.000000 77.000000 78.000000 79.000000 
1400 77.000000 76.000000 74.000000 76.000000 78.000000 
1500 79.000000 76.000000 76.000000 82.000000 77.000000 
1600 82.000000 81.000000 77.000000 76.000000 76.000000 
1700 76.000000 94.000000 79.000000 81.000000 82.000000 
1800 77.000000 80.000000 77.000000 71.000000 76.000000 
1900 76.000000 77.000000 75.000000 80.000000 78.000000 
2000 75.000000 75.000000 76.000000 76.000000 77.000000 
2100 79.000000 76.000000 75.000000 75.000000 75.000000 
2200 75.000000 76.000000 75.000000 78.000000 80.000000 
2300 76.000000 76.000000 75.000000 77.000000 74.000000 
2400 83.000000 82.000000 80.000000 83.000000 75.000000 
2500 75.000000 75.000000 75.000000 76.000000 76.000000 
2600 80.000000 76.000000 76.000000 75.000000 75.000000 
2700 75.000000 75.000000 79.000000 78.000000 76.000000 
2800 76.000000 82.000000 77.000000 75.000000 75.000000 
2900 77.000000 81.000000 75.000000 75.000000 76.000000 
3000 81.000000 81.000000 77.000000 79.000000 81.000000 
3100 76.000000 83.000000 76.000000 84.000000 84.000000 
3200 79.000000 76.000000 79.000000 79.000000 77.000000 
3300 80.000000 78.000000 76.000000 76.000000 80.000000 
3400 83.000000 82.000000 81.000000 82.000000 78.000000 
3500 76.000000 83.000000 82.000000 83.000000 83.000000 
3600 83.000000 84.000000 76.000000 76.000000 76.000000 
3700 81.000000 82.000000 78.000000 77.000000 76.000000 
3800 76.000000 81.000000 82.000000 83.000000 85.000000 
3900 79.000000 76.000000 75.000000 75.000000 80.000000 
4000 79.000000 70.000000 78.000000 80.000000 79.000000 
4100 76.000000 75.000000 75.000000 79.000000 79.000000 
4200 77.000000 74.000000 76.000000 76.000000 77.000000 
4300 79.000000 97.000000 75.000000 75.000000 75.000000 
4400 75.000000 75.000000 75.000000 76.000000 74.000000 
4500 75.000000 76.000000 74.000000 76.000000 73.000000 
4600 76.000000 76.000000 84.000000 77.000000 74.000000 
4700 80.000000 77.000000 76.000000 74.000000 76.000000 
4800 81.000000 78.000000 77.000000 81.000000 76.000000 
4900 76.000000 74.000000 75.000000 80.000000 79.000000 
5000 76.000000 76.000000 77.000000 80.000000 76.000000 
5100 77.000000 80.000000 82.000000 77.000000 72.000000 
5200 77.000000 72.000000 77.000000 76.000000 75.000000 
5300 86.000000 80.000000 77.000000 76.000000 86.000000 
5400 84.000000 85.000000 83.000000 84.000000 83.000000 
5500 83.000000 79.000000 82.000000 80.000000 85.000000 
5600 83.000000 79.000000 77.000000 82.000000 78.000000 
5700 80.000000 84.000000 85.000000 84.000000 84.000000 
5800 79.000000 83.000000 77.000000 81.000000 77.000000 
5900 79.000000 79.000000 73.000000 73.000000 81.000000 
6000 83.000000 83.000000 84.000000 83.000000 77.000000 
6100 83.000000 78.000000 82.000000 74.000000 79.000000 
6200 82.000000 83.000000 84.000000 78.000000 79.000000 
6300 79.000000 82.000000 85.000000 85.000000 78.000000 
6400 83.000000 83.000000 82.000000 84.000000 79.000000 
6500 84.000000 79.000000 81.000000 73.000000 76.000000 
6600 83.000000 85.000000 84.000000 86.000000 87.000000 
6700 85.000000 80.000000 84.000000 77.000000 82.000000 
6800 78.000000 82.000000 78.000000 85.000000 85.000000 
6900 86.000000 75.000000 83.000000 84.000000 84.000000 
7000 80.000000 87.000000 85.000000 84.000000 84.000000 
7100 84.000000 85.000000 89.000000 87.000000 84.000000 
7200 80.000000 81.000000 74.000000 78.000000 79.000000 
7300 80.000000 76.000000 78.000000 83.000000 80.000000 
7400 96.000000 81.000000 94.000000 92.000000 87.000000 
7500 82.000000 83.000000 79.000000 79.000000 83.000000 
7600 86.000000 85.000000 83.000000 85.000000 78.000000 
7700 83.000000 84.000000 86.000000 87.000000 81.000000 
