100 1932.000000 807.000000 767.000000 741.000000 743.000000 741.000000 740.000000 743.000000 747.000000 749.000000 
200 1899.000000 752.000000 697.000000 698.000000 677.000000 679.000000 674.000000 677.000000 678.000000 674.000000 
300 1984.000000 780.000000 683.000000 676.000000 680.000000 679.000000 680.000000 676.000000 667.000000 676.000000 
400 2026.000000 760.000000 678.000000 679.000000 673.000000 668.000000 662.000000 671.000000 670.000000 669.000000 
500 2089.000000 815.000000 721.000000 707.000000 722.000000 705.000000 707.000000 699.000000 706.000000 704.000000 
600 2051.000000 759.000000 682.000000 658.000000 665.000000 670.000000 666.000000 662.000000 666.000000 663.000000 
700 2089.000000 749.000000 694.000000 670.000000 670.000000 660.000000 668.000000 664.000000 664.000000 662.000000 
800 2120.000000 776.000000 681.000000 660.000000 674.000000 657.000000 662.000000 661.000000 662.000000 661.000000 
900 2107.000000 738.000000 678.000000 668.000000 667.000000 658.000000 668.000000 664.000000 663.000000 658.000000 
1000 2201.000000 791.000000 704.000000 684.000000 684.000000 683.000000 688.000000 684.000000 693.000000 680.000000 
1100 2153.000000 749.000000 679.000000 661.000000 662.000000 663.000000 648.000000 683.000000 668.000000 674.000000 
1200 2133.000000 706.000000 704.000000 708.000000 670.000000 672.000000 661.000000 667.000000 656.000000 669.000000 
1300 2185.000000 746.000000 683.000000 664.000000 683.000000 658.000000 659.000000 663.000000 660.000000 662.000000 
1400 2214.000000 741.000000 671.000000 667.000000 656.000000 668.000000 656.000000 657.000000 653.000000 661.000000 
1500 2176.000000 737.000000 674.000000 660.000000 665.000000 677.000000 678.000000 681.000000 675.000000 678.000000 
1600 2245.000000 737.000000 669.000000 651.000000 693.000000 687.000000 671.000000 672.000000 680.000000 685.000000 
1700 2235.000000 757.000000 672.000000 662.000000 663.000000 659.000000 654.000000 655.000000 659.000000 655.000000 
1800 2255.000000 750.000000 675.000000 662.000000 660.000000 657.000000 657.000000 658.000000 655.000000 656.000000 
1900 2242.000000 763.000000 684.000000 664.000000 677.000000 666.000000 668.000000 668.000000 669.000000 662.000000 
2000 2330.000000 743.000000 698.000000 667.000000 666.000000 666.000000 655.000000 657.000000 654.000000 667.000000 
2100 2354.000000 763.000000 681.000000 665.000000 665.000000 658.000000 660.000000 663.000000 650.000000 664.000000 
2200 2310.000000 779.000000 683.000000 656.000000 670.000000 658.000000 666.000000 661.000000 663.000000 650.000000 
2300 2329.000000 762.000000 673.000000 650.000000 659.000000 657.000000 655.000000 655.000000 660.000000 653.000000 
2400 2375.000000 730.000000 696.000000 669.000000 667.000000 666.000000 663.000000 658.000000 660.000000 669.000000 
2500 2324.000000 750.000000 706.000000 690.000000 695.000000 698.000000 677.000000 664.000000 667.000000 668.000000 
2600 2397.000000 757.000000 719.000000 695.000000 687.000000 690.000000 691.000000 722.000000 689.000000 664.000000 
2700 2377.000000 738.000000 698.000000 690.000000 672.000000 663.000000 661.000000 665.000000 726.000000 683.000000 
2800 2388.000000 742.000000 661.000000 656.000000 664.000000 669.000000 667.000000 706.000000 670.000000 668.000000 
2900 2465.000000 752.000000 674.000000 660.000000 668.000000 667.000000 672.000000 669.000000 657.000000 661.000000 
3000 2485.000000 811.000000 711.000000 670.000000 678.000000 671.000000 677.000000 673.000000 673.000000 659.000000 
3100 2456.000000 748.000000 669.000000 672.000000 663.000000 659.000000 660.000000 677.000000 664.000000 661.000000 
3200 2450.000000 760.000000 683.000000 688.000000 659.000000 668.000000 655.000000 664.000000 656.000000 675.000000 
3300 2467.000000 721.000000 676.000000 725.000000 707.000000 669.000000 689.000000 690.000000 671.000000 675.000000 
3400 2457.000000 748.000000 671.000000 668.000000 661.000000 668.000000 681.000000 672.000000 688.000000 677.000000 
3500 2452.000000 712.000000 684.000000 691.000000 670.000000 660.000000 678.000000 666.000000 692.000000 668.000000 
3600 2474.000000 747.000000 673.000000 673.000000 666.000000 661.000000 672.000000 672.000000 662.000000 669.000000 
3700 2421.000000 731.000000 720.000000 676.000000 662.000000 666.000000 664.000000 659.000000 702.000000 711.000000 
3800 2482.000000 746.000000 716.000000 667.000000 673.000000 669.000000 655.000000 662.000000 659.000000 665.000000 
3900 2495.000000 703.000000 702.000000 669.000000 684.000000 674.000000 668.000000 685.000000 666.000000 671.000000 
4000 2508.000000 749.000000 697.000000 675.000000 667.000000 672.000000 679.000000 664.000000 667.000000 675.000000 
4100 2457.000000 717.000000 701.000000 663.000000 702.000000 664.000000 661.000000 660.000000 649.000000 663.000000 
4200 2418.000000 747.000000 675.000000 661.000000 655.000000 674.000000 660.000000 662.000000 652.000000 658.000000 
4300 2509.000000 779.000000 698.000000 696.000000 682.000000 697.000000 688.000000 688.000000 686.000000 687.000000 
4400 2480.000000 712.000000 701.000000 667.000000 702.000000 663.000000 662.000000 659.000000 657.000000 657.000000 
4500 2476.000000 744.000000 684.000000 672.000000 662.000000 697.000000 679.000000 679.000000 680.000000 662.000000 
4600 2449.000000 750.000000 666.000000 672.000000 686.000000 666.000000 669.000000 659.000000 656.000000 656.000000 
4700 2504.000000 706.000000 747.000000 713.000000 705.000000 684.000000 709.000000 670.000000 706.000000 653.000000 
4800 2493.000000 767.000000 676.000000 700.000000 676.000000 671.000000 666.000000 667.000000 666.000000 670.000000 
4900 2452.000000 783.000000 677.000000 658.000000 663.000000 657.000000 660.000000 665.000000 659.000000 655.000000 
5000 2455.000000 742.000000 666.000000 699.000000 670.000000 669.000000 656.000000 656.000000 656.000000 674.000000 
5100 2433.000000 768.000000 673.000000 661.000000 658.000000 654.000000 659.000000 657.000000 655.000000 654.000000 
5200 2460.000000 760.000000 689.000000 688.000000 678.000000 666.000000 677.000000 674.000000 679.000000 675.000000 
5300 2514.000000 781.000000 689.000000 670.000000 675.000000 673.000000 672.000000 666.000000 675.000000 673.000000 
5400 2464.000000 711.000000 668.000000 661.000000 653.000000 688.000000 674.000000 658.000000 662.000000 667.000000 
5500 2527.000000 762.000000 689.000000 679.000000 662.000000 667.000000 673.000000 662.000000 665.000000 674.000000 
5600 2452.000000 760.000000 675.000000 663.000000 668.000000 699.000000 671.000000 664.000000 671.000000 673.000000 
5700 2492.000000 741.000000 676.000000 663.000000 660.000000 698.000000 660.000000 662.000000 662.000000 667.000000 
