5800 2455.000000 752.000000 684.000000 661.000000 658.000000 672.000000 662.000000 655.000000 660.000000 665.000000 
5900 2477.000000 696.000000 743.000000 676.000000 668.000000 666.000000 651.000000 664.000000 699.000000 714.000000 
6000 2530.000000 714.000000 700.000000 675.000000 671.000000 668.000000 673.000000 665.000000 663.000000 668.000000 
6100 2549.000000 749.000000 674.000000 659.000000 668.000000 665.000000 662.000000 672.000000 700.000000 678.000000 
6200 2512.000000 744.000000 679.000000 704.000000 675.000000 663.000000 664.000000 654.000000 657.000000 656.000000 
6300 2481.000000 694.000000 703.000000 660.000000 703.000000 709.000000 672.000000 659.000000 658.000000 657.000000 
6400 2503.000000 720.000000 669.000000 693.000000 680.000000 694.000000 674.000000 662.000000 663.000000 655.000000 
6500 2552.000000 724.000000 714.000000 706.000000 673.000000 697.000000 664.000000 661.000000 659.000000 657.000000 
6600 2533.000000 732.000000 673.000000 668.000000 661.000000 692.000000 683.000000 688.000000 672.000000 682.000000 
6700 2540.000000 768.000000 672.000000 669.000000 660.000000 699.000000 667.000000 700.000000 673.000000 665.000000 
6800 2551.000000 740.000000 673.000000 698.000000 660.000000 699.000000 670.000000 674.000000 676.000000 667.000000 
6900 2531.000000 731.000000 677.000000 671.000000 671.000000 659.000000 660.000000 661.000000 661.000000 665.000000 
7000 2558.000000 737.000000 712.000000 724.000000 677.000000 673.000000 670.000000 663.000000 681.000000 667.000000 
7100 2539.000000 697.000000 698.000000 676.000000 739.000000 675.000000 668.000000 665.000000 667.000000 668.000000 
7200 2537.000000 732.000000 675.000000 697.000000 660.000000 703.000000 714.000000 672.000000 668.000000 672.000000 
7300 2587.000000 719.000000 678.000000 661.000000 665.000000 700.000000 713.000000 677.000000 665.000000 684.000000 
7400 2551.000000 735.000000 674.000000 698.000000 662.000000 667.000000 676.000000 661.000000 662.000000 688.000000 
7500 2572.000000 727.000000 722.000000 692.000000 717.000000 682.000000 721.000000 682.000000 683.000000 725.000000 
7600 2608.000000 723.000000 714.000000 682.000000 719.000000 731.000000 681.000000 677.000000 726.000000 692.000000 
7700 2549.000000 734.000000 671.000000 700.000000 673.000000 695.000000 667.000000 673.000000 667.000000 683.000000 
7800 2565.000000 702.000000 705.000000 673.000000 676.000000 667.000000 661.000000 668.000000 668.000000 669.000000 
7900 2613.000000 745.000000 685.000000 682.000000 671.000000 681.000000 712.000000 727.000000 730.000000 686.000000 
8000 2569.000000 733.000000 673.000000 738.000000 677.000000 719.000000 680.000000 667.000000 666.000000 667.000000 
8100 2581.000000 733.000000 712.000000 691.000000 666.000000 675.000000 667.000000 668.000000 664.000000 672.000000 
8200 2564.000000 730.000000 712.000000 697.000000 688.000000 708.000000 672.000000 688.000000 719.000000 664.000000 
8300 2593.000000 738.000000 669.000000 681.000000 664.000000 667.000000 667.000000 673.000000 663.000000 708.000000 
8400 2603.000000 713.000000 712.000000 678.000000 710.000000 669.000000 661.000000 666.000000 671.000000 667.000000 
8500 2580.000000 758.000000 676.000000 672.000000 676.000000 728.000000 681.000000 722.000000 677.000000 690.000000 
8600 2583.000000 725.000000 703.000000 669.000000 667.000000 665.000000 665.000000 669.000000 675.000000 666.000000 
8700 2581.000000 739.000000 684.000000 714.000000 677.000000 680.000000 674.000000 676.000000 664.000000 707.000000 
8800 2582.000000 710.000000 696.000000 667.000000 739.000000 676.000000 714.000000 682.000000 671.000000 673.000000 
8900 2601.000000 704.000000 729.000000 674.000000 710.000000 669.000000 670.000000 660.000000 670.000000 663.000000 
9000 2629.000000 762.000000 778.000000 726.000000 755.000000 731.000000 752.000000 739.000000 719.000000 723.000000 
9100 2595.000000 741.000000 725.000000 738.000000 729.000000 710.000000 697.000000 689.000000 698.000000 700.000000 
9200 2601.000000 766.000000 715.000000 739.000000 717.000000 706.000000 696.000000 690.000000 694.000000 688.000000 
9300 2614.000000 749.000000 712.000000 715.000000 707.000000 683.000000 668.000000 674.000000 667.000000 676.000000 
9400 2612.000000 715.000000 709.000000 677.000000 709.000000 687.000000 676.000000 674.000000 663.000000 664.000000 
9500 2610.000000 718.000000 708.000000 673.000000 670.000000 689.000000 671.000000 666.000000 667.000000 664.000000 
9600 2639.000000 734.000000 711.000000 673.000000 675.000000 681.000000 663.000000 665.000000 684.000000 671.000000 
9700 2604.000000 778.000000 741.000000 751.000000 721.000000 709.000000 717.000000 720.000000 719.000000 721.000000 
9800 2574.000000 742.000000 717.000000 711.000000 665.000000 673.000000 671.000000 670.000000 712.000000 676.000000 
9900 2593.000000 746.000000 710.000000 682.000000 674.000000 671.000000 667.000000 665.000000 668.000000 675.000000 
10000 2555.000000 721.000000 701.000000 681.000000 673.000000 701.000000 679.000000 670.000000 671.000000 667.000000 
